f_WORD,f_LENG,f_FREQ,f_FLAG
БАЗИЛИКА,8,1,1
БАЗИРОВАНИЕ,11,4,1
БАЗИС,5,4,1
БАЙ,3,1,1
БАЙДА,5,1,1
БАЙДАРА,7,1,0
БАЙДАРКА,8,2,1
БАЙКА,5,6,1
БАЙКЕР,6,1,0
БАЙТ,4,1,1
БАК,3,15,1
БАКАЛАВР,8,2,1
БАКЕН,5,2,1
БАКЕНБАРДА,10,2,1
БАКИНЕЦ,7,1,0
БАКЛАЖАН,8,4,1
БАКЛАН,6,1,1
БАКЛУША,7,1,0
БАКС,4,10,1
БАКТЕРИОФАГ,11,1,0
БАКТЕРИЯ,8,8,1
БАКУЛОВИРУС,11,1,0
БАЛ,3,15,1
БАЛАБОЛКА,9,1,1
БАЛАГАН,7,3,1
БАЛАГАНЧИК,10,1,0
БАЛАГУР,7,1,1
БАЛАЛАЕЧНИК,11,0,0
БАЛАЛАЙКА,9,3,1
БАЛАНДА,7,3,1
БАЛАНС,6,28,1
БАЛАНСИРОВАНИЕ,14,1,1
БАЛАНСИРОВКА,12,1,1
БАЛАХОН,7,2,1
БАЛБЕС,6,2,1
БАЛДА,5,3,1
БАЛДАХИН,8,1,1
БАЛЕРИНА,8,8,1
БАЛЕТ,5,21,1
БАЛЕТМЕЙСТЕР,12,2,1
БАЛКА,5,10,1
БАЛКОН,6,28,1
БАЛКОНЧИК,9,1,1
БАЛЛ,4,13,1
БАЛЛАДА,7,5,1
БАЛЛАСТ,7,2,1
БАЛЛИСТИКА,10,1,1
БАЛЛОН,6,6,1
БАЛЛОНЧИК,9,1,1
БАЛОВЕНЬ,8,2,1
БАЛОВСТВО,9,2,1
БАЛЫК,5,1,1
БАЛЬЗАМ,7,3,1
БАЛЬЗАМИН,9,1,0
БАЛЮСТРАДА,10,1,1
БАЛЯСИНА,8,1,1
БАМБУК,6,3,1
БАМПЕР,6,4,1
БАНАЛЬНОСТЬ,11,4,1
БАНАН,5,7,1
БАНДА,5,15,1
БАНДАЖ,6,1,1
БАНДГРУППА,10,1,0
БАНДЕРОВЕЦ,10,1,1
БАНДЕРОЛЬ,9,3,1
БАНДЖО,6,0,0
БАНДИТ,6,43,1
БАНДИТИЗМ,9,2,1
БАНДУРА,7,1,1
БАНДФОРМИРОВАНИЕ,16,2,1
БАНДЮГА,7,1,1
БАНДЮК,6,1,1
БАНК,4,178,1
БАНКА,5,49,1
БАНКЕТ,6,12,1
БАНКЕТКА,8,1,1
БАНКИР,6,13,1
БАНКНОТ,7,1,1
БАНКНОТА,8,3,1
БАНКОМАТ,8,2,1
БАНКРОТ,7,4,1
БАНКРОТСТВО,11,21,1
БАННЕР,6,1,0
БАНОЧКА,7,7,1
БАНТ,4,5,1
БАНТИК,6,3,1
БАНЩИК,6,1,1
БАНЬКА,6,4,1
БАНЯ,4,39,1
БАОБАБ,6,1,1
БАПТИСТ,7,1,1
БАР,3,26,1
БАРАБАН,7,16,1
БАРАБАНЧИК,10,0,0
БАРАБАНЩИК,10,3,1
БАРАК,5,25,1
БАРАН,5,9,1
БАРАНИНА,8,4,1
БАРАНКА,7,4,1
БАРАХЛИШКО,10,1,1
БАРАХЛО,7,6,1
БАРАХОЛКА,9,2,1
БАРАШЕК,7,3,1
БАРБАРИС,8,2,1
БАРБЕКЮ,7,1,1
БАРБОС,6,1,1
БАРД,4,3,1
БАРДАК,6,4,1
БАРДАЧОК,8,2,1
БАРЕЛЬЕФ,8,2,1
БАРЖА,5,8,1
БАРИЙ,5,1,1
БАРИН,5,7,1
БАРИТОН,7,6,1
БАРК,4,1,1
БАРКА,5,1,1
БАРКАН,6,0,0
БАРКАС,6,1,0
БАРМЕН,6,6,1
БАРМЕНША,8,1,1
БАРОКАМЕРА,10,1,1
БАРОККО,7,3,1
БАРОМЕТР,8,2,1
БАРОН,5,25,1
БАРОНЕССА,9,5,1
БАРРАКУДА,9,1,0
БАРРЕЛЬ,7,5,1
БАРРИКАДА,9,5,1
БАРС,4,4,1
БАРСТВО,7,1,1
БАРСУК,6,1,1
БАРТЕР,6,2,1
БАРХАН,6,1,1
БАРХАТ,6,5,1
БАРХАТЦЫ,8,1,1
БАРХОТКА,8,1,1
БАРЧУК,6,0,0
БАРЩИНА,7,0,0
БАРЫГА,6,1,1
БАРЫНЯ,6,4,1
БАРЫШ,5,1,1
БАРЫШНЯ,7,13,1
БАРЬЕР,6,22,1
БАС,3,11,1
БАСК,4,1,1
БАСКЕТ,6,1,0
БАСКЕТБОЛ,9,5,1
БАСКЕТБОЛИСТ,12,2,1
БАСМАЧ,6,1,1
БАСНЯ,5,4,1
БАСОК,5,1,1
БАССЕЙН,7,33,1
БАСТИОН,7,4,1
БАСТУЮЩИЙ,9,0,0
БАСУРМАН,8,0,0
БАТ,3,2,1
БАТАЛИЯ,7,4,1
БАТАЛЬОН,8,23,1
БАТАРЕЙКА,9,4,1
БАТАРЕЯ,7,29,1
БАТЕНЬКА,8,2,1
БАТИСКАФ,8,1,0
БАТИСТ,6,1,1
БАТОГ,5,1,1
БАТОЖОК,7,0,0
БАТОН,5,5,1
БАТОНО,6,1,1
БАТОНЧИК,8,1,1
БАТРАК,6,1,1
БАТТЕРФЛЯЙ,10,1,1
БАТУТ,5,1,1
БАТЫР,5,0,0
БАТЬКА,6,4,1
БАТЮШКА,7,19,1
БАТЯ,4,5,1
БАТЯНЯ,6,1,0
БАУЛ,4,3,1
БАХВАЛЬСТВО,11,1,1
БАХИЛЫ,6,1,1
БАХРОМА,7,3,1
БАХЧА,5,1,0
БАЦИЛЛА,7,1,1
БАЧКИ,5,1,1
БАЧОК,5,4,1
БАШ,3,1,1
БАШЕНКА,7,4,1
БАШИБУЗУК,9,0,0
БАШКА,5,14,1
БАШКИР,6,2,1
БАШЛИ,5,1,1
БАШЛЫК,6,1,1
БАШМАК,6,8,1
БАШМАЧОК,8,1,1
БАШНЯ,5,39,1
БАШТАН,6,0,0
БАЯДЕРКА,8,0,0
БАЯН,4,5,1
БАЯНИСТ,7,1,1
БДЕНИЕ,6,3,1
БДИТЕЛЬНОСТЬ,12,9,1
БЕГ,3,18,1
БЕГА,4,4,1
БЕГЕМОТ,7,3,1
БЕГЛЕЦ,6,6,1
БЕГЛОСТЬ,8,1,1
БЕГЛЯНКА,8,1,1
БЕГОНИЯ,7,1,1
БЕГОТНЯ,7,3,1
БЕГСТВО,7,11,1
БЕГУН,5,2,1
БЕДА,4,74,1
БЕДЛАМ,6,1,1
БЕДНОСТЬ,8,19,1
БЕДНОТА,7,1,1
БЕДНЯГА,7,8,1
БЕДНЯЖКА,8,3,1
БЕДНЯК,6,4,1
БЕДОЛАГА,8,4,1
БЕДРО,5,24,1
БЕДСТВИЕ,8,13,1
БЕДУИН,6,1,1
БЕЖЕНЕЦ,7,17,1
БЕЖЕНКА,7,1,1
БЕЗАЛАБЕРНОСТЬ,14,1,1
БЕЗАПЕЛЛЯЦИОННОСТЬ,18,0,0
БЕЗБИЛЕТНИК,11,1,1
БЕЗБОЖИЕ,8,1,1
БЕЗБОЖНИК,9,2,1
БЕЗБРАЧИЕ,9,1,1
БЕЗВЕРИЕ,8,1,1
БЕЗВЕСТНОСТЬ,12,1,1
БЕЗВЕТРИЕ,9,1,1
БЕЗВКУСИЦА,10,1,1
БЕЗВЛАСТИЕ,10,1,1
БЕЗВОЛИЕ,8,1,1
БЕЗВРЕДНОСТЬ,12,1,1
БЕЗВРЕМЕНЬЕ,11,1,1
БЕЗВЫХОДНОСТЬ,13,1,1
БЕЗГРАМОТНОСТЬ,14,2,1
БЕЗГРАНИЧНОСТЬ,14,0,0
БЕЗДАРНОСТЬ,11,3,1
БЕЗДАРЬ,7,1,1
БЕЗДЕЙСТВИЕ,11,8,1
БЕЗДЕЛИЦА,9,1,1
БЕЗДЕЛУШКА,10,3,1
БЕЗДЕЛЬЕ,8,5,1
БЕЗДЕЛЬНИК,10,5,1
БЕЗДЕНЕЖЬЕ,10,2,1
БЕЗДЕЯТЕЛЬНОСТЬ,15,1,1
БЕЗДНА,6,16,1
БЕЗДОМНОСТЬ,11,1,1
БЕЗДОМНЫЙ,9,1,1
БЕЗДОРОЖЬЕ,10,3,1
БЕЗДУМЬЕ,8,0,0
БЕЗДУХОВНОСТЬ,13,1,1
БЕЗДУШИЕ,8,1,1
БЕЗЖАЛОСТНОСТЬ,14,1,1
БЕЗЗАБОТНОСТЬ,13,1,1
БЕЗЗАКОНИЕ,10,4,1
БЕЗЗАЩИТНОСТЬ,13,2,1
БЕЗЛИКОСТЬ,10,1,1
БЕЗЛЮДЬЕ,8,2,1
БЕЗМЕРНОСТЬ,11,0,0
БЕЗМОЛВИЕ,9,4,1
БЕЗМЯТЕЖНОСТЬ,13,1,1
БЕЗНАДЕГА,9,1,1
БЕЗНАДЕЖНОСТЬ,13,4,1
БЕЗНАДЗОРНОСТЬ,14,1,1
БЕЗНАКАЗАННОСТЬ,15,3,1
БЕЗНРАВСТВЕННОСТЬ,17,2,1
БЕЗОБРАЗИЕ,10,12,1
БЕЗОПАСНОСТЬ,12,137,1
БЕЗОТВЕТСТВЕННОСТЬ,18,3,1
БЕЗОТКАЗНОСТЬ,13,0,0
БЕЗОТЦОВЩИНА,12,1,1
БЕЗРАБОТИЦА,11,11,1
БЕЗРАБОТНЫЙ,11,7,1
БЕЗРАЗЛИЧИЕ,11,7,1
БЕЗРАССУДСТВО,13,1,1
БЕЗРУКАВКА,10,1,1
БЕЗРЫБЬЕ,8,0,0
БЕЗУМЕЦ,7,4,1
БЕЗУМИЕ,7,15,1
БЕЗУМНАЯ,8,0,0
БЕЗУМСТВО,9,2,1
БЕЗУПРЕЧНОСТЬ,13,1,1
БЕЗУСЛОВНОСТЬ,13,1,1
БЕЗЫСХОДНОСТЬ,13,4,1
БЕЙСБОЛ,7,1,1
БЕЙСБОЛКА,9,1,1
БЕК,3,3,1
БЕКЕША,6,0,0
БЕКОН,5,1,1
БЕЛЕНЬКАЯ,9,0,0
БЕЛИБЕРДА,9,1,1
БЕЛИЗНА,7,6,1
БЕЛИЛА,6,1,1
БЕЛКА,5,12,1
БЕЛЛЕТРИСТ,10,1,1
БЕЛЛЕТРИСТИКА,13,2,1
БЕЛОГВАРДЕЕЦ,12,2,1
БЕЛОК,5,40,1
БЕЛОМОРИНА,10,1,1
БЕЛОРУС,7,4,1
БЕЛОРУЧКА,9,0,0
БЕЛОЧКА,7,1,1
БЕЛОЭМИГРАНТ,12,0,0
БЕЛУГА,6,1,1
БЕЛЫЙ,5,6,1
БЕЛЬВЕДЕР,9,0,0
БЕЛЬГИЕЦ,8,2,1
БЕЛЬЕ,5,34,1
БЕЛЬИШКО,8,1,1
БЕЛЬМЕС,7,0,0
БЕЛЬМО,6,1,1
БЕЛЬЭТАЖ,8,1,1
БЕЛЯК,5,1,1
БЕНЕФИС,7,1,1
БЕНЕФИЦИАР,10,1,0
БЕНЗИН,6,22,1
БЕНЗОБАК,8,2,1
БЕНЗОВОЗ,8,1,1
БЕНЗОКОЛОНКА,12,3,1
БЕНЗОЛ,6,1,0
БЕНЗОПИЛА,9,1,1
БЕРДАНКА,8,1,1
БЕРЕГ,5,165,1
БЕРЕГИНЯ,8,1,0
БЕРЕЖЛИВОСТЬ,12,1,1
БЕРЕЖОК,7,2,1
БЕРЕЗА,6,20,1
БЕРЕЗКА,7,7,1
БЕРЕЗНЯК,8,2,1
БЕРЕМЕННАЯ,10,1,1
БЕРЕМЕННОСТЬ,12,16,1
БЕРЕНДЕЙ,8,2,1
БЕРЕСКЛЕТ,9,1,1
БЕРЕСТА,7,3,1
БЕРЕТ,5,5,1
БЕРЕТИК,7,1,1
БЕРЕТКА,7,0,0
БЕРИЛЛИЙ,8,1,0
БЕРКУТ,6,1,1
БЕРЛИНЕЦ,8,0,0
БЕРЛОГА,7,3,1
БЕРСЕРК,7,1,0
БЕС,3,14,1
БЕСЕДА,6,88,1
БЕСЕДКА,7,8,1
БЕСЕНОК,7,1,1
БЕСКОЗЫРКА,10,1,1
БЕСКОМПРОМИССНОСТЬ,18,1,1
БЕСКОНЕЧНОСТЬ,13,12,1
БЕСКОНТРОЛЬНОСТЬ,16,0,0
БЕСКОРЫСТИЕ,11,2,1
БЕСКУЛЬТУРЬЕ,12,1,1
БЕСПАМЯТСТВО,12,4,1
БЕСПЕРСПЕКТИВНОСТЬ,18,1,1
БЕСПЕЧНОСТЬ,11,3,1
БЕСПЛОДИЕ,9,3,1
БЕСПЛОДНОСТЬ,12,1,1
БЕСПОКОЙСТВО,12,19,1
БЕСПОЛЕЗНОСТЬ,13,1,1
БЕСПОМОЩНОСТЬ,13,6,1
БЕСПОРЯДОК,10,11,1
БЕСПОЩАДНОСТЬ,13,1,1
БЕСПРАВИЕ,9,2,1
БЕСПРЕДЕЛ,9,5,1
БЕСПРЕДЕЛЬНОСТЬ,15,1,1
БЕСПРЕДЕЛЬЩИК,13,0,0
БЕСПРИДАННИЦА,13,1,0
БЕСПРИЗОРНИК,12,3,1
БЕСПРИЗОРНОСТЬ,14,1,1
БЕСПРИНЦИПНОСТЬ,15,1,1
БЕСПРИСТРАСТНОСТЬ,17,1,1
БЕССИЛИЕ,8,8,1
БЕССМЕРТИЕ,10,8,1
БЕССМЕРТНИК,11,1,0
БЕССМЫСЛЕННОСТЬ,15,3,1
БЕССМЫСЛИЦА,11,3,1
БЕССОВЕСТНОСТЬ,14,0,0
БЕССОЗНАТЕЛЬНОЕ,15,2,1
БЕССОННИЦА,10,8,1
БЕССРЕБРЕНИК,12,1,1
БЕССТРАШИЕ,10,3,1
БЕССТЫДСТВО,11,2,1
БЕСТАКТНОСТЬ,12,3,1
БЕСТИЯ,6,1,1
БЕСТОЛКОВОСТЬ,13,1,1
БЕСТОЛКОВЩИНА,13,0,0
БЕСТОЛОЧЬ,9,1,1
БЕСТСЕЛЛЕР,10,3,1
БЕСФОРМЕННОСТЬ,14,1,0
БЕСХОЗЯЙСТВЕННОСТЬ,18,1,1
БЕСЦЕНОК,8,2,1
БЕСЦЕРЕМОННОСТЬ,15,1,1
БЕСЧЕЛОВЕЧНОСТЬ,15,1,1
БЕСЧЕСТИЕ,9,1,1
БЕСЧЕСТЬЕ,9,1,1
БЕСЧИНСТВО,10,1,1
БЕСЧУВСТВИЕ,11,1,1
БЕСШАБАШНОСТЬ,13,1,1
БЕТА,4,1,0
БЕТОН,5,11,1
БЕТОНИРОВАНИЕ,13,0,0
БЕТОНКА,7,2,1
БЕТОНОМЕШАЛКА,13,1,1
БЕЧЕВКА,7,2,1
БЕШЕНСТВО,9,12,1
БЗИК,4,1,1
БИАТЛОН,7,1,1
БИАТЛОНИСТ,10,1,1
БИБЛИОГРАФИЯ,12,2,1
БИБЛИОТЕКА,10,58,1
БИБЛИОТЕКАРША,13,2,1
БИБЛИОТЕКАРЬ,12,3,1
БИБЛИОТЕЧКА,11,1,1
БИБЛИОФИЛ,9,1,1
БИБЛИЯ,6,14,1
БИВАК,5,1,1
БИВЕНЬ,6,2,1
БИВУАК,6,0,0
БИГУДИ,6,2,1
БИДЕ,4,1,1
БИДОН,5,3,1
БИДОНЧИК,8,1,1
БИЕНИЕ,6,2,1
БИЕННАЛЕ,8,1,1
БИЖУТЕРИЯ,9,1,1
БИЗНЕС,6,136,1
БИЗНЕСМЕН,9,30,1
БИЗОН,5,1,1
БИКИНИ,6,1,1
БИКС,4,1,1
БИЛЕТ,5,75,1
БИЛЕТЕР,7,1,1
БИЛЕТЕРША,9,1,1
БИЛЕТИК,7,3,1
БИЛЛБОРД,8,1,0
БИЛЬЯРД,7,5,1
БИЛЬЯРДНАЯ,10,2,1
БИМС,4,1,0
БИНДЮЖНИК,9,1,1
БИНОКЛЬ,7,11,1
БИНОМ,5,1,1
БИНТ,4,8,1
БИОГЕОЦЕНОЗ,11,1,0
БИОГРАФ,7,3,1
БИОГРАФИЯ,9,27,1
БИОЛОГ,6,7,1
БИОЛОГИЯ,8,15,1
БИОМАССА,8,2,1
БИОМЕХАНИКА,11,1,1
БИОПОЛЕ,7,1,1
БИОПОЛИМЕР,10,1,0
БИОПРЕПАРАТ,11,1,0
БИОРАЗНООБРАЗИЕ,15,1,1
БИОРЕСУРСЫ,10,1,1
БИОРИТМ,7,1,0
БИОСИНТЕЗ,9,1,0
БИОСТАНЦИЯ,10,1,0
БИОСФЕРА,8,4,1
БИОТЕХНОЛОГИЯ,13,3,1
БИОТОК,6,1,1
БИОТОП,6,1,0
БИОТОПЛИВО,10,0,0
БИОФАК,6,1,1
БИОФИЗИК,8,0,0
БИОФИЗИКА,9,1,1
БИОХИМИК,8,1,1
БИОХИМИЯ,8,2,1
БИОЦЕНОЗ,8,1,0
БИРЖА,5,15,1
БИРКА,5,2,1
БИРЮЗА,6,1,1
БИРЮК,5,3,1
БИРЮЛЬКА,8,1,1
БИС,3,1,1
БИСЕР,5,3,1
БИСЕРИНКА,9,0,0
БИСКВИТ,7,1,1
БИСТРО,6,1,1
БИТ,3,1,1
БИТА,4,1,1
БИТВА,5,23,1
БИТЛ,4,1,0
БИТНИК,6,0,0
БИТОК,5,0,1
БИТОЧЕК,7,1,1
БИТУМ,5,1,1
БИТЬЕ,5,2,1
БИТЮГ,5,1,1
БИФУРКАЦИЯ,10,1,0
БИФШТЕКС,8,2,1
БИХЕВИОРИЗМ,11,0,0
БИЦЕПС,6,2,1
БИЧ,3,7,1
БЛАГО,5,38,1
БЛАГОВЕРНАЯ,11,1,1
БЛАГОВЕРНЫЙ,11,0,0
БЛАГОВЕСТ,9,1,1
БЛАГОВЕСТИЕ,11,1,0
БЛАГОВЕЩЕНИЕ,12,1,0
БЛАГОВОЛЕНИЕ,12,1,1
БЛАГОВОНИЕ,10,1,1
БЛАГОГЛУПОСТЬ,13,0,0
БЛАГОГОВЕНИЕ,12,5,1
БЛАГОДАРЕНИЕ,12,2,1
БЛАГОДАРНОСТЬ,13,34,1
БЛАГОДАТЬ,9,13,1
БЛАГОДЕНСТВИЕ,13,2,1
БЛАГОДЕТЕЛЬ,11,4,1
БЛАГОДЕТЕЛЬНИЦА,15,0,0
БЛАГОДЕЯНИЕ,11,2,1
БЛАГОДУШИЕ,10,1,1
БЛАГОЖЕЛАТЕЛЬНОСТЬ,18,1,1
БЛАГОЛЕПИЕ,10,1,1
БЛАГОНАДЕЖНОСТЬ,15,1,1
БЛАГОПОЛУЧИЕ,12,17,1
БЛАГОПРИЯТНОСТЬ,15,0,0
БЛАГОПРИЯТСТВОВАНИЕ,19,1,1
БЛАГОРАЗУМИЕ,12,2,1
БЛАГОРАСПОЛОЖЕНИЕ,17,1,1
БЛАГОРОДИЕ,10,3,1
БЛАГОРОДСТВО,12,9,1
БЛАГОСКЛОННОСТЬ,15,2,1
БЛАГОСЛОВЕНИЕ,13,11,1
БЛАГОСОСТОЯНИЕ,14,9,1
БЛАГОСТЬ,8,1,1
БЛАГОТВОРИТЕЛЬ,14,1,1
БЛАГОТВОРИТЕЛЬНОСТЬ,19,4,1
БЛАГОУСТРОЙСТВО,15,6,1
БЛАГОУХАНИЕ,11,1,1
БЛАГОЧЕСТИЕ,11,3,1
БЛАГОЧИНИЕ,10,1,1
БЛАГОЧИННЫЙ,11,1,1
БЛАЖЕНСТВО,10,10,1
БЛАЖЬ,5,2,1
БЛАНК,5,11,1
БЛАТ,4,4,1
БЛАТАРЬ,7,2,1
БЛАТНОЙ,7,3,1
БЛЕВОТИНА,9,1,1
БЛЕДНОСТЬ,9,2,1
БЛЕЙЗЕР,7,0,0
БЛЕСК,5,30,1
БЛЕСНА,6,2,1
БЛЕСТКА,7,3,1
БЛЕФ,4,2,1
БЛИЖНИЙ,7,10,1
БЛИЗКИЕ,7,24,1
БЛИЗНЕЦ,7,11,1
БЛИЗОРУКОСТЬ,12,2,1
БЛИЗОСТЬ,8,26,1
БЛИК,4,5,1
БЛИН,4,13,1
БЛИНДАЖ,7,5,1
БЛИНЧИК,7,2,1
БЛИЦ,4,1,1
БЛИЦКРИГ,8,1,1
БЛОК,4,74,1
БЛОКАДА,7,7,1
БЛОКАДНИК,9,1,1
БЛОКБАСТЕР,10,1,1
БЛОКИРОВАНИЕ,12,2,1
БЛОКИРОВКА,10,2,1
БЛОКНОТ,7,13,1
БЛОКНОТИК,9,1,1
БЛОКПОСТ,8,2,1
БЛОНДИН,7,5,1
БЛОНДИНКА,9,13,1
БЛОНДИНОЧКА,11,0,0
БЛОХА,5,4,1
БЛУД,4,2,1
БЛУДНИЦА,8,1,1
БЛУЖДАНИЕ,9,2,1
БЛУЗА,5,2,1
БЛУЗКА,6,6,1
БЛЮДЕЧКО,8,4,1
БЛЮДО,5,31,1
БЛЮДЦЕ,6,5,1
БЛЮЗ,4,2,1
БЛЮСТИТЕЛЬ,10,2,1
БЛЯДСТВО,8,1,1
БЛЯДЬ,5,6,1
БЛЯХА,5,2,1
БЛЯШКА,6,2,1
БОА,3,1,1
БОБ,3,9,1
БОББИ,5,2,1
БОБЕР,5,3,1
БОБИК,5,1,1
БОБИНА,6,1,1
БОБРИК,6,1,1
БОБЫЛЬ,6,1,1
БОГ,3,425,1
БОГАДЕЛЬНЯ,10,2,1
БОГАТЕЙ,7,2,1
БОГАТСТВО,9,38,1
БОГАТЫРЬ,8,10,1
БОГАЧ,5,8,1
БОГЕМА,6,4,1
БОГИНЯ,6,8,1
БОГОМАТЕРЬ,10,4,1
БОГОМОЛ,7,1,0
БОГОМОЛЕЦ,9,1,1
БОГОНОСЕЦ,9,1,0
БОГООСТАВЛЕННОСТЬ,17,1,0
БОГОРОДИЦА,10,8,1
БОГОСЛОВ,8,7,1
БОГОСЛОВИЕ,10,7,1
БОГОСЛУЖЕНИЕ,12,12,1
БОГОХУЛЬНИК,11,0,0
БОГОХУЛЬСТВО,12,1,1
БОГОЧЕЛОВЕК,11,1,0
БОГОЧЕЛОВЕЧЕСТВО,16,1,0
БОГОЯВЛЕНИЕ,11,1,1
БОДРОСТЬ,8,6,1
БОДРСТВОВАНИЕ,13,1,1
БОДУН,5,1,1
БОДЯГА,6,1,1
БОЕВИК,6,31,1
БОЕГОЛОВКА,10,3,1
БОЕГОТОВНОСТЬ,13,2,1
БОЕЗАПАС,8,1,1
БОЕЗАРЯД,8,1,1
БОЕК,4,1,1
БОЕКОМПЛЕКТ,11,1,1
БОЕПРИПАС,9,13,1
БОЕСПОСОБНОСТЬ,14,2,1
БОЕСТОЛКНОВЕНИЕ,15,1,1
БОЕЦ,4,42,1
БОЖЕНЬКА,8,1,1
БОЖЕСТВЕННОСТЬ,14,1,1
БОЖЕСТВО,8,10,1
БОЖНИЦА,7,0,0
БОЖОК,5,1,1
БОЖОЛЕ,6,1,0
БОЙ,3,117,1
БОЙКОТ,6,2,1
БОЙЛЕР,6,1,1
БОЙЛЕРНАЯ,9,1,0
БОЙНИЦА,7,1,1
БОЙНЯ,5,3,1
БОЙСКАУТ,8,0,0
БОЙФРЕНД,8,1,1
БОК,3,77,1
БОКАЛ,5,26,1
БОКОВИНА,8,1,1
БОКС,4,13,1
БОКСЕР,6,5,1
БОКСИТ,6,2,1
БОЛВАН,6,5,1
БОЛВАНКА,8,2,1
БОЛВАНЧИК,9,1,1
БОЛГАРИН,8,5,1
БОЛГАРКА,8,1,1
БОЛЕЗНЕННОСТЬ,13,1,1
БОЛЕЗНЬ,7,110,1
БОЛЕЛЬЩИК,9,13,1
БОЛЕРО,6,1,1
БОЛИД,5,2,1
БОЛОНКА,7,1,1
БОЛОНЬЯ,7,1,1
БОЛОТО,6,25,1
БОЛОТЦЕ,7,1,1
БОЛТ,4,5,1
БОЛТАНКА,8,0,0
БОЛТИК,6,1,0
БОЛТЛИВОСТЬ,11,1,1
БОЛТОВНЯ,8,8,1
БОЛТУН,6,3,1
БОЛТУШКА,8,1,1
БОЛЬ,4,113,1
БОЛЬНАЯ,7,8,1
БОЛЬНИЦА,8,97,1
БОЛЬНИЧКА,9,1,1
БОЛЬНОЙ,7,93,1
БОЛЬШАК,7,2,1
БОЛЬШЕВИЗМ,10,4,1
БОЛЬШЕВИК,9,33,1
БОЛЬШЕВИЧКА,11,1,1
БОЛЬШЕЕ,7,2,1
БОЛЬШИНСТВО,11,176,1
БОЛЯЧКА,7,3,1
БОМБА,5,36,1
БОМБАРДИР,9,1,1
БОМБАРДИРОВКА,13,4,1
БОМБАРДИРОВЩИК,14,8,1
БОМБЕЖКА,8,7,1
БОМБОМЕТАНИЕ,12,1,1
БОМБОУБЕЖИЩЕ,12,2,1
БОМБОЧКА,8,1,1
БОМЖ,4,14,1
БОМЖАТНИК,9,0,0
БОМОНД,6,1,1
БОНА,4,1,0
БОНДАРЬ,7,1,0
БОНЗА,5,1,1
БОНИТЕТ,7,1,0
БОННА,5,1,1
БОНСАЙ,6,1,0
БОНУС,5,2,1
БОР,3,11,1
БОРДЕЛЬ,7,3,1
БОРДО,5,2,1
БОРДЮР,6,3,1
БОРЕНИЕ,7,1,1
БОРЕЦ,5,15,1
БОРЖОМ,6,1,1
БОРЖОМИ,7,1,1
БОРЗАЯ,6,1,1
БОРМАШИНА,9,1,1
БОРМОТАНИЕ,10,3,1
БОРМОТАНЬЕ,10,1,1
БОРМОТУХА,9,1,1
БОРОВ,5,2,1
БОРОВИК,7,2,1
БОРОДА,6,32,1
БОРОДАВКА,9,2,1
БОРОДАЧ,7,3,1
БОРОДЕНКА,9,1,1
БОРОДКА,7,7,1
БОРОЗДА,7,6,1
БОРОЗДКА,8,1,1
БОРОК,5,1,1
БОРОНА,6,1,1
БОРТ,4,47,1
БОРТИК,6,2,1
БОРТИНЖЕНЕР,11,1,1
БОРТМЕХАНИК,11,1,0
БОРТПРОВОДНИЦА,14,0,0
БОРЩ,4,9,1
БОРЬБА,6,191,1
БОСОНОЖКА,9,3,1
БОСС,4,11,1
БОСТОН,6,3,1
БОСЯК,5,2,1
БОТ,3,2,1
БОТАНИК,7,2,1
БОТАНИКА,8,2,1
БОТВА,5,2,1
БОТИК,5,1,1
БОТИНОК,7,39,1
БОТИНОЧЕК,9,1,1
БОТОКС,6,0,0
БОТФОРТ,7,1,1
БОУЛИНГ,7,2,1
БОЦМАН,6,5,1
БОЧКА,5,27,1
БОЧОК,5,3,1
БОЧОНОК,7,3,1
БОЯЗНЬ,6,8,1
БОЯН,4,0,0
БОЯРИН,6,11,1
БОЯРСТВО,8,0,0
БОЯРЫНЯ,7,1,1
БОЯРЫШНИК,9,2,1
БОЯРЫШНЯ,8,1,0
БРА,3,1,1
БРАВАДА,7,1,1
БРАГА,5,2,1
БРАДОБРЕЙ,9,0,0
БРАЖКА,6,1,1
БРАЗДА,6,1,1
БРАЗИЛЕЦ,8,4,1
БРАК,4,59,1
БРАКОНЬЕР,9,2,1
БРАКОНЬЕРСТВО,13,1,1
БРАКОСОЧЕТАНИЕ,14,3,1
БРАНДМАУЭР,10,1,1
БРАНДСПОЙТ,10,1,1
БРАНЬ,5,6,1
БРАСЛЕТ,7,7,1
БРАСЛЕТИК,9,0,0
БРАСС,5,1,1
БРАТ,4,203,1
БРАТАН,6,3,1
БРАТАНИЕ,8,1,1
БРАТВА,6,5,1
БРАТЕЛЬНИК,10,0,0
БРАТЕЦ,6,15,1
БРАТИК,6,2,1
БРАТИШКА,8,4,1
БРАТИЯ,6,7,1
БРАТОК,6,4,1
БРАТСТВО,8,10,1
БРАТУХА,7,1,0
БРАТУШКА,8,1,1
БРАУЗЕР,7,1,1
БРАУНИНГ,8,3,1
БРАХМАН,7,1,0
БРЕВНО,6,23,1
БРЕВНЫШКО,9,1,1
БРЕГ,4,1,1
БРЕД,4,21,1
БРЕДЕНЬ,7,1,1
БРЕДНИ,6,1,1
БРЕЗГЛИВОСТЬ,12,4,1
БРЕЗЕНТ,7,7,1
БРЕЙК,5,0,1
